FLOORSMAX_AVG,FLOORSMAX_MEDI,FLOORSMAX_MODE,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MEAN,EXT_SOURCE_3,DAYS_EMPLOYED_PERC,DAYS_EMPLOYED,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_DAYS_CREDIT_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_UPDATE_MEAN,APPROVED_AMT_ANNUITY_MEAN_APPROVED,APPROVED_AMT_ANNUITY_MAX_APPROVED,APPROVED_HOUR_APPR_PROCESS_START_MAX_APPROVED,APPROVED_DAYS_DECISION_MIN_APPROVED,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_DAYS_DECISION_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_DAYS_DECISION_MIN,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,EXT_SOURCE_2,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,REG_CITY_NOT_LIVE_CITY,OCCUPATION_TYPE_Laborers,TARGET,FLAG_EMP_PHONE,ORGANIZATION_TYPE_XNA,NAME_INCOME_TYPE_Pensioner,NAME_EDUCATION_TYPE_Secondary / secondary special,REG_CITY_NOT_WORK_CITY,DAYS_ID_PUBLISH,CODE_GENDER,NAME_EDUCATION_TYPE_Higher education,NAME_INCOME_TYPE_Working,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,DAYS_BIRTH,SK_ID_CURR
0.22628441302884367,0.22589908860235106,0.22231747643829936,723.0,-399.5,-376.0,-423.0,-2308.0,-1327.3333333333333,0.363945238612397,0.06658821221928019,-679.0,-387.375,-1095.375,0.0,0.75,-376.0,0.25,-2308.0,-615.875,12806.55,14045.625,14.0,-844.0,1.0,-473.0,0.0,0.0,1.0,0.0,0.0,-844.0,-584.4736842105264,0.6518623334244781,-844.0,1,0,False,0.0,1,False,False,False,0,-738,1,True,True,2,2,-10197,100014
0.22628441302884367,0.22589908860235106,0.22231747643829936,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1409.0,-947.75,0.6528965519806539,0.15685978417608948,-2384.1422542864284,-598.25,-947.75,0.0,1.0,-319.0,0.0,-1409.0,-551.25,7666.92,7666.92,8.0,-2396.0,1.0,-2396.0,0.0,0.0,1.0,0.0,0.0,-2396.0,-2237.9,0.5551831615131809,-2396.0,0,0,False,0.0,0,True,True,True,0,-2512,1,False,False,2,2,-20417,100015
0.1667,0.1667,0.1667,845.0,-168.25,-128.0,-262.0,-1634.0,-1218.6666666666667,0.1766525794312139,0.20217278071285066,-2717.0,-217.14285714285714,-618.4285714285714,0.0,0.42857142857142855,-128.0,0.5714285714285714,-1634.0,-405.85714285714283,8593.154999999999,14480.46,14.0,-2370.0,1.0,-1779.5,0.0,0.0,1.0,0.0,0.0,-2370.0,-1297.581081081081,0.7150418188660659,-2370.0,1,0,True,0.0,1,False,False,True,0,-3227,1,False,True,2,2,-13439,100016
0.3333,0.3333,0.3333,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-2881.0,-1944.3333333333333,0.7700870700124128,0.21496521368734914,-3028.0,-1512.3333333333333,-1944.3333333333333,0.0,1.0,-909.0,0.0,-2881.0,-1594.3333333333333,14375.4075,16967.295,18.0,-2441.0,1.0,-1526.5,0.0,0.0,1.0,0.0,0.0,-2441.0,-962.5333333333333,0.5669066132460429,-4.0,1,0,False,0.0,1,False,False,True,0,-4911,0,False,True,2,2,-14086,100017
0.6667,0.6667,0.6667,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.013920318178701227,-203.0,651.8175038086872,-1083.0499098576292,0.0042077562557682685,0.5831126347741115,-489.3031990193065,0.412971895947952,-1762.372697704251,-546.6347346519167,38669.70375,94906.035,16.0,-1648.0,1.0,-755.25,0.0,0.0,1.0,0.0,0.0,-1648.0,-1004.2083333333334,0.6426562048311103,-188.0,1,0,True,0.0,1,False,False,True,0,-2056,1,False,True,2,1,-14583,100018
0.22628441302884367,0.22589908860235106,0.22231747643829936,10463.0,-495.0,-495.0,-495.0,-1875.81013725175,-1384.164146266571,0.6785676886853644,0.13256186984417964,-1157.0,5441.0,-495.0,0.0,0.0,-495.0,1.0,-495.0,-26.5,10518.615,10518.615,10.0,-925.0,1.0,-925.0,0.0,0.0,1.0,0.0,0.0,-925.0,-827.0,0.34663398139668,-925.0,0,1,True,0.0,1,False,False,True,1,-1368,0,False,True,3,3,-8728,100019
0.22628441302884367,0.22589908860235106,0.22231747643829936,277.0,-133.0,-90.0,-176.0,-492.0,-390.0,0.0621030378372968,0.10184827159539092,-1317.0,-32.5,-261.5,0.0,0.5,-90.0,0.5,-492.0,-130.75,7254.5175,8779.77,11.0,-472.0,1.0,-357.5,0.0,0.0,1.0,0.0,0.0,-472.0,-242.69230769230768,0.2363778398884225,-3.0,1,1,False,0.0,1,False,False,True,1,-3866,0,False,True,2,2,-12931,100020
0.22628441302884367,0.22589908860235106,0.22231747643829936,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.019537643207855972,-191.0,651.8175038086872,-1083.0499098576292,0.0042077562557682685,0.5831126347741115,-489.3031990193065,0.412971895947952,-1762.372697704251,-546.6347346519167,10686.164999999999,33750.0,19.0,-2811.0,1.0,-943.8333333333334,0.0,0.0,1.0,0.0,0.0,-2811.0,-1023.2173913043479,0.6835133461914255,-2811.0,0,1,True,0.0,1,False,False,True,1,-2427,1,False,True,2,2,-9776,100021
0.0833,0.0833,0.0833,1439.0,-337.0,-289.0,-385.0,-1875.81013725175,-1384.164146266571,0.5567274263630174,0.440456033412349,-7804.0,940.0,-337.0,0.0,0.0,-289.0,1.0,-385.0,-28.0,6765.975,6765.975,18.0,-239.0,1.0,-239.0,0.0,0.0,1.0,0.0,0.0,-239.0,-142.42857142857142,0.7064284028871654,-239.0,1,0,True,0.0,1,False,False,True,0,-1259,1,False,True,1,1,-17718,100022
0.22628441302884367,0.22589908860235106,0.22231747643829936,1669.0,-1141.25,-157.0,-2370.0,-2624.0,-1174.6666666666667,0.4776491548517548,0.17959111737751146,-2038.0,-364.9166666666667,-1164.3846153846155,0.0,0.6923076923076923,-157.0,0.3076923076923077,-2624.0,-634.0769230769231,8895.8925,16822.44,11.0,-2424.0,1.0,-1215.75,0.25,0.0,1.0,0.0,0.0,-2424.0,-1622.8846153846155,0.5866171400119664,-1850.0,1,0,False,0.0,1,False,False,False,0,-3964,1,True,False,2,2,-11348,100023
0.1667,0.1667,0.1667,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.23482358097742714,-4286.0,651.8175038086872,-1083.0499098576292,0.0042077562557682685,0.5831126347741115,-489.3031990193065,0.412971895947952,-1762.372697704251,-546.6347346519167,13925.761409795203,21635.58800097566,14.38184381905875,-1530.5626333771172,0.7488591258925509,-919.5761942786337,0.08055273384999939,0.005620174005537542,0.8739831393570363,0.11089710144727538,0.05969712366720514,-1539.8135253716678,-920.9599580044548,0.113374512719927,-296.0,0,0,True,0.0,1,False,False,True,0,-1800,0,False,True,2,2,-18252,100024
0.22628441302884367,0.22589908860235106,0.22231747643829936,1124.0,-700.0,-700.0,-700.0,-1875.81013725175,-1384.164146266571,0.5424451438613613,0.11150860614242322,-1652.0,1124.0,-700.0,0.0,0.0,-700.0,1.0,-700.0,-49.0,27645.59571428571,55678.095,17.0,-2060.0,0.875,-731.0,0.0,0.0,1.0,0.0,0.0,-2060.0,-1304.3260869565217,0.2337669575081463,0.0,1,0,False,0.0,1,False,False,True,0,-2299,1,False,False,2,2,-14815,100025
0.1667,0.1667,0.1667,1581.0,-196.5,-148.0,-245.0,-1644.0,-1644.0,0.3589512285783967,0.38632693342903285,-4306.0,899.0,-679.0,0.3333333333333333,0.3333333333333333,-148.0,0.6666666666666666,-1644.0,-314.6666666666667,33193.665,42778.845,12.0,-1427.0,0.6666666666666666,-682.3333333333334,0.0,0.0,1.0,0.0,0.0,-1427.0,-1105.875,0.457142971588935,-468.0,1,0,False,0.0,1,False,False,True,0,-2518,1,False,True,3,2,-11146,100026
0.375,0.375,0.375,944.0,-143.0,-143.0,-143.0,-1983.0,-1118.0,0.6690566947824041,0.15685978417608948,-2384.1422542864284,-278.3333333333333,-793.0,0.0,0.6666666666666666,-143.0,0.3333333333333333,-1983.0,-600.6666666666666,24823.395,28077.57,16.0,-795.0,0.5,-407.0,0.0,0.0,0.75,0.25,0.25,-795.0,-446.0,0.6243047373592765,-795.0,0,0,False,0.0,0,True,True,True,0,-3684,1,False,False,3,3,-24827,100027
0.1667,0.1667,0.1667,4755.244784636594,-110.0,-110.0,-110.0,-2806.0,-1852.3333333333333,0.5656079814115492,0.0660995924153819,-746.0,-336.3333333333333,-1416.75,0.0,0.75,-110.0,0.25,-2806.0,-1041.75,22891.68,22891.68,18.0,-324.0,1.0,-324.0,0.0,0.0,1.0,0.0,0.0,-324.0,-267.75,0.7861793090532118,-4.0,1,0,False,0.0,1,False,False,True,1,-3729,0,False,True,2,2,-11286,100029
0.1667,0.1667,0.1667,1409.0,-735.5,-418.0,-1053.0,-1547.0,-1028.5,0.4614823912998385,0.18071790627909382,-3494.0,-61.6,-930.8333333333334,0.0,0.6666666666666666,-418.0,0.3333333333333333,-1547.0,-411.1666666666667,6704.37,9035.685,13.0,-2856.0,0.16666666666666666,-1981.0833333333333,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,-2856.0,-730.6666666666666,0.6514056365297631,0.0,1,0,False,0.0,1,False,False,True,0,-2893,1,False,True,2,2,-19334,100030
0.0417,0.0417,0.0417,1021.0,-332.0,-75.0,-741.0,-1365.0,-765.25,0.190705947811054,0.1403546250801111,-2628.0,468.6,-579.5714285714286,0.0,0.5714285714285714,-75.0,0.42857142857142855,-1365.0,-266.2857142857143,13925.761409795203,21635.58800097566,14.38184381905875,-1530.5626333771172,0.7488591258925509,-919.5761942786337,0.08055273384999939,0.005620174005537542,0.8739831393570363,0.11089710144727538,0.05969712366720514,-1539.8135253716678,-920.9599580044548,0.5484771599678789,-161.0,1,0,False,1.0,1,False,False,True,0,-1827,1,False,True,3,2,-18724,100031
0.22628441302884367,0.22589908860235106,0.22231747643829936,-191.0,-556.0,-556.0,-556.0,-1389.0,-1242.6666666666667,0.6594055320683344,0.07737647353900176,-1234.0,-525.25,-1071.0,0.0,0.75,-556.0,0.25,-1389.0,-436.75,7910.145,7910.145,10.0,-1497.0,1.0,-1497.0,0.0,0.0,1.0,0.0,0.0,-1497.0,-1426.142857142857,0.5411237022695412,-2.0,1,0,True,0.0,1,False,False,True,1,-3153,0,False,True,2,2,-15948,100032
0.22628441302884367,0.22589908860235106,0.22231747643829936,913.0,-195.0,-195.0,-195.0,-1875.81013725175,-1384.164146266571,0.524496446363472,0.1797078246948169,-1796.0,913.0,-195.0,0.0,0.0,-195.0,1.0,-195.0,-169.0,5542.92,5542.92,14.0,-849.0,1.0,-849.0,0.0,0.0,1.0,0.0,0.0,-849.0,-618.2903225806451,0.6850109901296888,-849.0,0,0,False,0.0,1,False,False,False,0,-2661,0,True,False,1,1,-9994,100033
0.3333,0.3333,0.3333,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.09766947103761725,-1010.0,651.8175038086872,-1083.0499098576292,0.0042077562557682685,0.5831126347741115,-489.3031990193065,0.412971895947952,-1762.372697704251,-546.6347346519167,21855.78,22430.43,19.0,-599.0,1.0,-443.5,0.5,0.0,1.0,0.0,0.0,-599.0,-415.2,0.5027790378786304,-599.0,0,0,True,0.0,1,False,False,False,0,-3015,0,True,True,2,2,-10341,100034
0.0417,0.0417,0.0417,9980.0,-521.8,-184.0,-979.0,-2723.0,-2496.25,0.4101025731788671,0.17460732984293192,-2668.0,487.0,-1399.3333333333333,0.0,0.4444444444444444,-184.0,0.5555555555555556,-2723.0,-915.3333333333334,16788.74625,37279.665,15.0,-2073.0,0.36363636363636365,-558.1818181818181,0.045454545454545456,0.0,0.6363636363636364,0.36363636363636365,0.36363636363636365,-2073.0,-1216.4084507042253,0.479987342189869,-1634.0,1,0,False,0.0,1,False,False,True,0,-3787,1,False,False,2,2,-15280,100035
0.375,0.375,0.375,-462.0,-889.0,-889.0,-889.0,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.0990667623833453,-1104.0,-462.0,-889.0,0.0,0.0,-889.0,1.0,-889.0,-519.0,4400.7075,6551.415,18.0,-397.0,0.25,-222.125,0.125,0.0,0.625,0.375,0.375,-397.0,-218.5,0.6273004007953609,-397.0,1,0,False,0.0,1,False,False,True,0,-2904,1,False,True,2,2,-11144,100036
0.1667,0.1667,0.1667,4755.244784636594,-1467.0,-1467.0,-1467.0,-2761.0,-1862.2857142857142,0.7981372313187245,0.3394481270232773,-4404.0,-1696.4285714285713,-1812.875,0.0,0.875,-1247.0,0.125,-2761.0,-1544.625,16238.355000000001,25595.82,11.0,-2612.0,0.6,-1186.2,0.0,0.0,0.6,0.4,0.4,-2612.0,-1247.409090909091,0.5594667916353414,-2766.0,1,0,True,0.0,1,False,False,True,0,-4464,1,False,True,2,2,-12974,100037
0.22628441302884367,0.22589908860235106,0.22231747643829936,1379.0,-210.0,-90.0,-449.0,-1485.0,-787.4,0.4118485559242397,0.17615871387036086,-2060.0,126.625,-641.4444444444445,0.0,0.5555555555555556,-90.0,0.3333333333333333,-1485.0,-372.1111111111111,20679.495,52513.515,16.0,-2398.0,0.75,-1245.25,0.25,0.0,1.0,0.0,0.0,-2398.0,-1246.1904761904761,0.3217448956617718,-697.0,0,1,False,0.0,1,False,False,True,1,-3557,0,False,False,2,2,-11694,100039
0.1667,0.1667,0.1667,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.2866162405451022,-4585.0,651.8175038086872,-1083.0499098576292,0.0042077562557682685,0.5831126347741115,-489.3031990193065,0.412971895947952,-1762.372697704251,-546.6347346519167,18984.24,18984.24,14.0,-1038.0,1.0,-1038.0,0.0,0.0,1.0,0.0,0.0,-1038.0,-1163.9714285714285,0.1724975081477771,-3019.0,1,0,False,0.0,1,False,False,False,0,-4067,1,True,False,2,2,-15997,100040
0.1667,0.1667,0.1667,-53.0,-448.0,-448.0,-448.0,-2890.0,-1362.9166666666667,0.6785676886853644,0.1048692219114986,-1275.0,-969.1538461538462,-1292.5384615384614,0.0,0.9230769230769231,-66.0,0.07692307692307693,-2890.0,-992.8461538461538,5283.0,7297.515,14.0,-2701.0,1.0,-2104.5,0.0,0.0,1.0,0.0,0.0,-2701.0,-1722.7,0.6631580756296298,-1285.0,1,0,False,0.0,1,False,False,False,0,-2009,1,True,True,2,2,-12158,100041
0.22628441302884367,0.22589908860235106,0.22231747643829936,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-2639.0,-1904.0,0.7544061731797895,0.04465375893947322,-768.0,-1433.5,-1904.0,0.0,1.0,-1169.0,0.0,-2639.0,-1320.0,15749.76375,25972.965,15.0,-2411.0,0.4444444444444444,-534.1111111111111,0.0,0.0,0.4444444444444444,0.5555555555555556,0.2222222222222222,-2411.0,-894.1428571428571,0.6816988025574287,-2411.0,1,0,False,0.0,1,False,False,True,0,-735,1,False,False,2,2,-17199,100043
0.22628441302884367,0.22589908860235106,0.22231747643829936,1178.0,-962.1666666666666,-83.0,-1827.0,-2729.0,-2260.0,0.722392890081304,0.06110926602457655,-1288.0,-407.8181818181818,-1552.090909090909,0.0,0.45454545454545453,-83.0,0.5454545454545454,-2729.0,-876.1818181818181,18290.50875,29545.2,17.0,-2600.0,1.0,-1716.25,0.0,0.0,1.0,0.0,0.0,-2600.0,-1716.338028169014,0.7197985370372056,-1541.0,1,0,False,0.0,1,False,False,True,1,-4270,0,False,True,2,2,-21077,100044
0.3333,0.3333,0.3333,-3.0,-337.0,-337.0,-337.0,-733.0,-662.5,0.7517237147741489,0.15685978417608948,-2384.1422542864284,-204.66666666666666,-554.0,0.0,0.6666666666666666,-337.0,0.3333333333333333,-733.0,-359.6666666666667,18560.14875,50575.23,15.0,-2779.0,1.0,-1789.0,0.0,0.0,1.0,0.0,0.0,-2779.0,-1237.3125,0.6507647995068742,0.0,1,0,False,0.0,0,True,True,True,0,-4969,1,False,False,2,2,-23920,100045
0.1667,0.1667,0.1667,915.0,-427.0,-427.0,-427.0,-2653.0,-1848.6666666666667,0.6058362647264226,0.10920253007565422,-1761.0,-247.75,-1493.25,0.0,0.75,-427.0,0.25,-2653.0,-647.75,28390.635,28390.635,13.0,-539.0,0.5,-494.0,1.0,0.0,0.5,0.5,0.0,-539.0,-269.52941176470586,0.7380532835697358,-540.0,0,0,False,0.0,1,False,False,False,0,-4292,0,True,True,2,2,-16126,100046
0.25,0.25,0.25,4284.0,-857.0,-420.0,-1195.0,-2055.0,-1476.5,0.3201633668633456,0.0721885367806887,-1262.0,1301.0,-1104.8,0.0,0.4,-420.0,0.6,-2055.0,-444.6,14350.39875,22500.0,15.0,-2634.0,0.6666666666666666,-1432.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,-2634.0,-1888.1,0.306840586048305,-1075.0,1,0,True,1.0,1,False,False,True,0,-1029,0,False,False,2,2,-17482,100047
0.22628441302884367,0.22589908860235106,0.22231747643829936,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-75.0,-75.0,0.5108562869992336,0.027988922279182135,-475.0,-66.0,-75.0,1.0,1.0,-75.0,0.0,-75.0,-61.0,38522.265,57466.53,12.0,-949.0,0.75,-544.5,0.25,0.0,1.0,0.0,0.0,-949.0,-449.85074626865674,0.0373152355612163,-458.0,1,0,True,0.0,1,False,False,True,1,-513,1,False,True,2,2,-16971,100048
0.22628441302884367,0.22589908860235106,0.22231747643829936,967.0,-551.2,-27.0,-1052.0,-2179.0,-1489.0,0.3996756156233169,0.268753735803945,-3597.0,-117.16666666666667,-819.1428571428571,0.0,0.2857142857142857,-27.0,0.7142857142857143,-2179.0,-374.2857142857143,5747.8589999999995,7801.155,14.0,-2426.0,1.0,-1066.6,0.0,0.0,1.0,0.0,0.0,-2426.0,-864.448275862069,0.6742032101473874,-1480.0,1,0,False,1.0,1,False,False,True,0,-4409,1,False,True,3,3,-13384,100049
0.3333,0.3333,0.3333,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-2702.0,-2025.0,0.6848276586890367,0.15685978417608948,-2384.1422542864284,-1470.3333333333333,-2025.0,0.0,1.0,-694.0,0.0,-2702.0,-1107.3333333333333,7959.8025,9000.0,10.0,-491.0,0.6666666666666666,-317.6666666666667,0.0,0.0,1.0,0.0,0.0,-491.0,-245.8125,0.7661378050275851,-491.0,1,0,False,0.0,0,True,True,False,0,-4576,1,True,False,2,2,-23548,100050
0.22628441302884367,0.22589908860235106,0.22231747643829936,4755.244784636594,-650.7920328352849,-416.9373693275492,-938.2117469352418,-1875.81013725175,-1384.164146266571,0.5108562869992336,0.07713442556222652,-758.0,651.8175038086872,-1083.0499098576292,0.0042077562557682685,0.5831126347741115,-489.3031990193065,0.412971895947952,-1762.372697704251,-546.6347346519167,6887.16,6887.16,12.0,-556.0,0.3333333333333333,-313.6666666666667,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,-556.0,-276.55555555555554,0.6315186311742824,-556.0,1,0,False,0.0,1,False,False,True,1,-2380,0,False,True,2,2,-9827,100051
